go_struct,type_token,field_name,json_key,declared_in,go_type,container,ref_struct,values,applicable,required,required_when,default,default_by,evidence,evidence_ref,deprecated,corpus_count,corpus_prod_count,harness,review,reviewed_hash,description,notes
EntityHint,*,ExclusionFragments,exclusion_fragments,EntityHint,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:871,no,2,2,pass,reviewed,12735c9088de,Fragments excluding a column despite a name match.,-
RegexNode,*,Comment,comment,RegexNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:875,no,0,0,pass,reviewed,9dbaebb87199,Free text for the reader; ignored by JetStore.,-
RegexNode,*,Name,name,RegexNode,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:876,no,33,33,untestable,reviewed,b054cb1f080f,The classification token this regex identifies.,required ruled by Michel 2026-08-16 (bucket-1 review); row awaits full B.8 review for the reviewed tick.
RegexNode,*,Rexpr,re,RegexNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:877,no,33,33,pass,reviewed,9fb58d064148,The regex expression.,-
RegexNode,*,UseScrubbedValue,use_scrubbed_value,RegexNode,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:878,no,10,10,pass,reviewed,00dd72dc1c21,Match against the scrubbed value rather than the raw one.,-
LookupTokenNode,*,Comment,comment,LookupTokenNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:899,no,0,0,pass,reviewed,412fed2f52d0,Free text for the reader; ignored by JetStore.,-
LookupTokenNode,*,Name,lookup_name,LookupTokenNode,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/utils_analyze.go:246,no,18,18,untestable,reviewed,b48d1c057a3f,The lookup table used for matching.,-
LookupTokenNode,*,KeyRe,key_re,LookupTokenNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:901,no,16,16,pass,reviewed,5cb0b9ea96a0,Regex extracting the key from the value before lookup.,-
LookupTokenNode,*,Tokens,tokens,LookupTokenNode,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:902,no,18,18,pass,reviewed,1a33e9e3e9c5,"The tokens whose occurrences are counted: each input value is looked up in the lookup table (the whole value, or the key_re capture group) and every returned token in this list has its count incremented.",-
LookupTokenNode,*,MultiTokensMatch,multi_tokens_match,LookupTokenNode,[]MultiTokensNode,array,MultiTokensNode,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:903,no,2,2,pass,reviewed,ece022063f56,"MultiTokensMatch: Matching composite values, separated by space(s)",-
KeywordTokenNode,*,Comment,comment,KeywordTokenNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:907,no,-,-,pass,reviewed,665cb42a9aec,Free text for the reader; ignored by JetStore.,-
KeywordTokenNode,*,Name,name,KeywordTokenNode,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:908,no,-,-,untestable,reviewed,5f01c15e2451,The classification token.,required ruled by Michel 2026-08-16 (bucket-1 review); row awaits full B.8 review for the reviewed tick.
KeywordTokenNode,*,Keywords,keywords,KeywordTokenNode,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:909,no,-,-,pass,reviewed,47732ca178e4,Keywords identifying it.,-
FunctionTokenNode,parse_date,Comment,comment,FunctionTokenNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:917,no,0,0,pass,reviewed,f64908ffa3a7,Free text for the reader; ignored by JetStore.,-
FunctionTokenNode,parse_date,Type,type,FunctionTokenNode,string,scalar,-,-,yes,yes,-,-,none,corpus,-,no,4,4,untestable,reviewed,6527d17e4ce3,"Type: parse_date, parse_double, parse_text MinMaxDateFormat: Date parser, Type: parse_date ParseDateArguments: for Type: parse_date Large_Double: for Type: parse_double",-
FunctionTokenNode,parse_date,ParseDateConfig,parse_date_config,FunctionTokenNode,*ParseDateSpec,object,ParseDateSpec,-,yes,yes,-,-,none,builder,jets/compute_pipes/utils_analyze_parse_date.go:395,no,4,4,untestable,reviewed,bc746f4f9c2e,Configuration of the parse_date function.,-
FunctionTokenNode,parse_date,LargeDouble,large_double,FunctionTokenNode,*float64,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:920,no,0,0,untestable,reviewed,7f6a65eeab86,Threshold flagging large numeric values (parse_double).,"For type parse_double only, per the type comment."
FunctionTokenNode,parse_double,Comment,comment,FunctionTokenNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:917,no,0,0,pass,reviewed,4af20b43e067,Free text for the reader; ignored by JetStore.,-
FunctionTokenNode,parse_double,Type,type,FunctionTokenNode,string,scalar,-,-,yes,yes,-,-,none,corpus,-,no,4,4,untestable,reviewed,36dd84d47283,"Type: parse_date, parse_double, parse_text MinMaxDateFormat: Date parser, Type: parse_date ParseDateArguments: for Type: parse_date Large_Double: for Type: parse_double",-
FunctionTokenNode,parse_double,ParseDateConfig,parse_date_config,FunctionTokenNode,*ParseDateSpec,object,ParseDateSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:919,no,0,0,untestable,reviewed,55d68b8b9c35,Configuration of the parse_date function.,"For type parse_date only, per the type comment."
FunctionTokenNode,parse_double,LargeDouble,large_double,FunctionTokenNode,*float64,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:920,no,2,2,pass,reviewed,e70093370eb5,Threshold flagging large numeric values (parse_double).,-
FunctionTokenNode,parse_text,Comment,comment,FunctionTokenNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:917,no,0,0,pass,reviewed,4af2678c79be,Free text for the reader; ignored by JetStore.,-
FunctionTokenNode,parse_text,Type,type,FunctionTokenNode,string,scalar,-,-,yes,yes,-,-,none,corpus,-,no,4,4,untestable,reviewed,82f3ade7c639,"Type: parse_date, parse_double, parse_text MinMaxDateFormat: Date parser, Type: parse_date ParseDateArguments: for Type: parse_date Large_Double: for Type: parse_double",-
FunctionTokenNode,parse_text,ParseDateConfig,parse_date_config,FunctionTokenNode,*ParseDateSpec,object,ParseDateSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:919,no,0,0,untestable,reviewed,b41546eca094,Configuration of the parse_date function.,"For type parse_date only, per the type comment."
FunctionTokenNode,parse_text,LargeDouble,large_double,FunctionTokenNode,*float64,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:920,no,0,0,untestable,reviewed,a4d8b5ce79eb,Threshold flagging large numeric values (parse_double).,"For type parse_double only, per the type comment."
ParseDateSpec,*,Comment,comment,ParseDateSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:943,no,0,0,pass,reviewed,6f60af491a91,Free text for the reader; ignored by JetStore.,-
ParseDateSpec,*,DateFormatToken,date_format_token,ParseDateSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:944,no,4,4,pass,reviewed,9134a98ac72c,DateFormatToken: output column name for listing up to 3 formats used in file.,-
ParseDateSpec,*,OtherDateFormatToken,other_date_format_token,ParseDateSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:945,no,4,4,pass,reviewed,bd560ba8664d,OtherDateFormatToken: output column name to put the count of other format used in file.,-
ParseDateSpec,*,DateSamplingMaxCount,sampling_max_count,ParseDateSpec,int,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:946,no,2,2,pass,reviewed,c4ef6ea4dc24,DateSamplingMaxCount: nbr of samples to use for determining the date format.,-
ParseDateSpec,*,DateFormatLookup,date_format_lookup,ParseDateSpec,*DateFormatLookupSpec,object,DateFormatLookupSpec,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:947,no,1,1,pass,reviewed,13871e1f09be,"DateFormatLookup: lookup table to use for date format parsing, with the following columns: - lookup_key: the key to match in the lookup table as int (column position in the channel) - lookup_values: the column name in the lookup table that contains the column's date format.",-
ParseDateSpec,*,NullDates,null_dates,ParseDateSpec,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:948,no,4,4,pass,reviewed,d3c424657eb5,NullDates: list of date values to consider as null.,-
ParseDateSpec,*,DateFormats,date_formats,ParseDateSpec,[][]string,array2,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:949,no,3,3,pass,reviewed,5c41c827997f,DateFormats: list of date formats to use for parsing the date.,-
ParseDateSpec,*,OtherDateFormats,other_date_formats,ParseDateSpec,[][]string,array2,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:950,no,2,2,pass,reviewed,7c62b5659279,OtherDateFormats: list of other date formats to use for parsing the date when DateFormatToken does not match (which are undesirable formats).,-
ParseDateSpec,*,MinMaxDateFormat,minmax_date_format,ParseDateSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:951,no,4,4,pass,reviewed,c2030091c719,MinMaxDateFormat: format used in output report for min/max dates.,-
ParseDateSpec,*,ParseDateArguments,parse_date_args,ParseDateSpec,[]ParseDateFTSpec,array,ParseDateFTSpec,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:952,no,4,4,pass,reviewed,ccbb3bad882a,ParseDateArguments: list of parse date function token spec.,-
ParseDateSpec,*,UseJetstoreParser,use_jetstore_date_parser,ParseDateSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:953,no,0,0,pass,reviewed,c14c8e54d1bd,"UseJetstoreParser: when true it will use only the jetstore date parser. Identify top date format matches, up to 3. The first match must account for 75% of total date matches. Identify other date matches, each must match 98% of total date matches.",-
DateFormatLookupSpec,*,Comment,comment,DateFormatLookupSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:956,no,0,0,pass,reviewed,cc92bda27aa8,Free text for the reader; ignored by JetStore.,-
DateFormatLookupSpec,*,LookupName,lookup_name,DateFormatLookupSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:957,no,1,1,pass,reviewed,5ae6d4f49bb9,The lookup table with per-column date formats.,-
DateFormatLookupSpec,*,DataClassificationColumn,data_classification_column,DateFormatLookupSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:958,no,1,1,pass,reviewed,c108d235dc9d,Lookup column holding the data classification.,-
DateFormatLookupSpec,*,LookupKeyColumn,lookup_key_column,DateFormatLookupSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:959,no,1,1,pass,reviewed,5749724fdb50,Lookup column holding the key (column position in the channel).,-
DateFormatLookupSpec,*,DateFormatColumn,date_format_column,DateFormatLookupSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:960,no,1,1,pass,reviewed,ed9b2c3c0518,Lookup column holding the column's date format.,-
ParseDateFTSpec,*,Comment,comment,ParseDateFTSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:972,no,0,0,pass,reviewed,b3749f5264f2,Free text for the reader; ignored by JetStore.,-
ParseDateFTSpec,*,Token,token,ParseDateFTSpec,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:973,no,8,8,untestable,reviewed,008e8443b73a,The classification token this date test produces.,required ruled by Michel 2026-08-16 (bucket-1 review); row awaits full B.8 review for the reviewed tick.
ParseDateFTSpec,*,YearLessThan,year_less_than,ParseDateFTSpec,int,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:974,no,4,4,pass,reviewed,637bfe3862fa,Additional match condition: year less than this.,-
ParseDateFTSpec,*,YearGreaterThan,year_greater_than,ParseDateFTSpec,int,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:975,no,8,8,pass,reviewed,ab3a4ce99b71,Additional match condition: year greater than this.,-
HighFreqSpec,*,Comment,comment,HighFreqSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:994,no,0,0,pass,reviewed,3c3a25209b7d,Free text for the reader; ignored by JetStore.,-
HighFreqSpec,*,Name,name,HighFreqSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_high_freq.go:169,no,1,1,untestable,reviewed,6c17b5202639,The column classification this spec applies to.,required ruled by Michel 2026-08-16 (bucket-1 review); row awaits full B.8 review for the reviewed tick.
HighFreqSpec,*,KeyRe,key_re,HighFreqSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_high_freq.go:174,no,1,1,pass,reviewed,5968a664e7bf,Optional regex applied to the input values.,Optional; when set it must compile as a Go regexp or the build is rejected (pipe_transformation_high_freq.go:173).
HighFreqSpec,*,TopPercentile,top_pct,HighFreqSpec,int,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:997,no,1,1,pass,reviewed,936f4dadeffe,Retain the distinct values accounting for the top n percent of the total count.,-
HighFreqSpec,*,TopRank,top_rank,HighFreqSpec,int,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:998,no,1,1,pass,reviewed,42a440239b30,"Retain the top n percent of distinct values, by descending frequency.",-
AnonymizeSpec,anonymization,Comment,comment,AnonymizeSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1057,no,0,0,pass,reviewed,3444fda7343f,Free text for the reader; ignored by JetStore.,-
AnonymizeSpec,anonymization,Mode,mode,AnonymizeSpec,string,scalar,-,-,yes,no,-,anonymization,builder,builder,jets/compute_pipes/pipe_transformation_anonymize.go:368,no,0,0,pass,reviewed,de42038465dd,"Mode: Specify mode of action: de-identification, anonymization (default) - de-identification: mask the data (not reversible); - anonymization: replace the data with hashed value (reversible using crosswalk file).",-
AnonymizeSpec,anonymization,LookupName,lookup_name,AnonymizeSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_anonymize.go:433,no,1,1,untestable,reviewed,899e9e964c4c,LookupName is name of lookup table containing the file metadata from analyze operator.,"The column-metadata lookup table (typically written by the analyze operator); it must resolve at build (pipe_transformation_anonymize.go:435), and the validator checks a non-empty name against lookup_tables at startup (actions_start_common.go:627)."
AnonymizeSpec,anonymization,AnonymizeType,anonymize_type,AnonymizeSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_anonymize.go:364,no,1,1,untestable,reviewed,0b4b5165bb92,"AnonymizeType is column name in lookup table that specifies how to anonymize (value: date, text).",Names the metadata lookup column carrying each input column's anonymize type (read per column at pipe_transformation_anonymize.go:462); empty is rejected at build.
AnonymizeSpec,anonymization,DataClassification,data_classification,AnonymizeSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_anonymize.go:458,no,1,1,untestable,reviewed,f39f5dbafd80,"The column of the metadata lookup table giving each input column's data classification. The classification decides how the column is treated (e.g. 'date' columns can be capped to Jan 1) and, in de-identification mode, selects the deid lookup (deid_lookups) or deid function (deid_functions) to apply.","Names the metadata lookup column carrying each column's data classification, read per input column at build."
AnonymizeSpec,anonymization,KeyPrefix,key_prefix,AnonymizeSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_anonymize.go:364,no,1,1,untestable,reviewed,f667ec74f305,KeyPrefix is column name of lookup table to use as prefix of the anonymized value or key mapping for de-identification lookup table.,Names the metadata lookup column carrying each column's key prefix (pipe_transformation_anonymize.go:478); empty is rejected at build.
AnonymizeSpec,anonymization,DeidFunctions,deid_functions,AnonymizeSpec,map[string]string,map,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:1063,no,0,0,untestable,reviewed,ae647535e005,DeidFunctions is map of KeyPrefix value to function name for de-identification.,"For de-identification only, per the type comment."
